¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,±‚ø¬(°∆C),∞≠ºˆ∑Æ(mm),«≥º”(m/s),Ω¿µµ(%),«ˆ¡ˆ±‚æ–(hPa),«ˆ¡ˆ±‚æ– QC«√∑°±◊,«ÿ∏È±‚æ–(hPa),«ÿ∏È±‚æ– QC«√∑°±◊,¿˚º≥(cm),¿¸øÓ∑Æ(10∫–¿ß),¡ﬂ«œ√˛øÓ∑Æ(10∫–¿ß),øÓ«¸(øÓ«¸æ‡æÓ),√÷¿˙øÓ∞Ì(100m ),¡ˆ∏ÈªÛ≈¬(¡ˆ∏ÈªÛ≈¬ƒ⁄µÂ),¡ˆ∏Èø¬µµ(°∆C),¡ˆ∏Èø¬µµ QC«√∑°±◊,5cm ¡ˆ¡ﬂø¬µµ(°∆C),10cm ¡ˆ¡ﬂø¬µµ(°∆C),20cm ¡ˆ¡ﬂø¬µµ(°∆C),30cm ¡ˆ¡ﬂø¬µµ(°∆C)
155,√¢ø¯,2025-03-05 20:00,6.7,,1,70,1018.2,,1022.5,,,10,8,ScAs,9,,7.2,,,,,
155,√¢ø¯,2025-03-05 21:00,6.5,0,1.1,70,1018.2,,1022.5,,,10,8,ScAs,10,,6.8,,,,,
155,√¢ø¯,2025-03-05 22:00,6.4,,1.7,69,1018.7,,1023,,,10,10,,10,,6.3,,,,,
155,√¢ø¯,2025-03-05 23:00,6.1,,1.7,71,1018.7,,1023.1,,,10,10,,10,,6.1,,,,,
155,√¢ø¯,2025-03-06 0:00,5.8,0,1.5,73,1019,,1023.4,,,10,8,ScAs,10,,5.9,,,,,
155,√¢ø¯,2025-03-06 1:00,5.6,,2.6,74,1018.5,,1022.9,,,10,7,ScAs,11,,5.6,,,,,
155,√¢ø¯,2025-03-06 2:00,5.4,,1.4,76,1018.6,,1023,,,10,5,,9,,5.5,,,,,
155,√¢ø¯,2025-03-06 3:00,5.2,0,1.2,76,1018.8,,1023.2,,,10,8,ScAs,12,,5.3,,,,,
155,√¢ø¯,2025-03-06 4:00,4.9,,0.4,78,1018.8,,1023.2,,,10,6,ScAs,11,,5.1,,,,,
155,√¢ø¯,2025-03-06 5:00,4.9,,0.9,78,1018.8,,1023.2,,,10,4,ScAs,16,,4.9,,,,,
155,√¢ø¯,2025-03-06 6:00,4.8,,1.7,77,1019.2,,1023.6,,,10,10,As,22,,4.3,,,,,
155,√¢ø¯,2025-03-06 7:00,4.7,,1.7,77,1019.6,,1024,,,9,9,Ac,22,,4,,,,,
155,√¢ø¯,2025-03-06 8:00,5.1,,1.5,75,1020.4,,1024.8,,,9,2,AcCi,45,,5.3,,,,,
155,√¢ø¯,2025-03-06 9:00,6,,2.8,72,1020.8,,1025.2,,,7,2,AcCi,45,,8.5,,,,,
155,√¢ø¯,2025-03-06 10:00,7.1,,3.5,65,1021,,1025.3,,,7,1,ScCi,10,,13.1,,,,,
155,√¢ø¯,2025-03-06 11:00,9.4,,2.2,56,1020.8,,1025.1,,,5,5,Sc,12,,18.6,,,,,
155,√¢ø¯,2025-03-06 12:00,8.8,,3.1,52,1020.4,,1024.7,,,8,8,Sc,13,,17.1,,,,,
155,√¢ø¯,2025-03-06 13:00,8.3,,3.4,51,1019.7,,1024,,,8,8,Sc,14,,15.1,,,,,
155,√¢ø¯,2025-03-06 14:00,8.7,,3.3,45,1019.3,,1023.6,,,9,9,Sc,15,,13.8,,,,,
155,√¢ø¯,2025-03-06 15:00,9.2,,3.6,43,1019.1,,1023.4,,,9,9,Sc,20,,13.2,,,,,
155,√¢ø¯,2025-03-06 16:00,9.6,,2.7,40,1019.2,,1023.5,,,7,7,Sc,16,,14.3,,,,,
155,√¢ø¯,2025-03-06 17:00,9.5,,1.3,39,1019.5,,1023.8,,,7,7,Sc,18,,10.6,,,,,
155,√¢ø¯,2025-03-06 18:00,7.9,,1.9,60,1020.3,,1024.6,,,7,7,Sc,18,,8.4,,,,,
155,√¢ø¯,2025-03-06 19:00,7,,2,66,1020.9,,1025.2,,,9,1,,19,,6.5,,,,,
155,√¢ø¯,2025-03-06 20:00,6.5,,0.8,69,1021.8,,1026.2,,,8,2,,19,,6.1,,,,,
155,√¢ø¯,2025-03-06 21:00,6.4,0,2,69,1022.5,,1026.9,,,8,8,Sc,16,,5.9,,,,,
155,√¢ø¯,2025-03-06 22:00,5.2,,0.9,74,1023,,1027.4,,,8,8,Sc,16,,4.8,,,,,
155,√¢ø¯,2025-03-06 23:00,5,,0.5,75,1023.1,,1027.5,,,6,6,Sc,16,,4.5,,,,,
155,√¢ø¯,2025-03-07 0:00,4.3,0,0.8,80,1023.5,,1027.9,,,3,3,,,,3.2,,,,,
155,√¢ø¯,2025-03-07 1:00,4.8,,0.9,74,1023.7,,1028.1,,,8,8,Sc,16,,4.1,,,,,
155,√¢ø¯,2025-03-07 2:00,4.3,,1.1,75,1023.6,,1028,,,0,0,,,,2.5,,,,,
155,√¢ø¯,2025-03-07 3:00,3.3,0,0.6,79,1023.3,,1027.7,,,0,0,,,,1.7,,,,,
155,√¢ø¯,2025-03-07 4:00,3,,1.5,82,1023.7,,1028.1,,,0,0,,,,1.2,,,,,
155,√¢ø¯,2025-03-07 5:00,2.8,,2.2,82,1024,,1028.4,,,0,0,,,,1,,,,,
155,√¢ø¯,2025-03-07 6:00,2.4,,1.4,83,1024.6,,1029,,,0,0,,,,0.7,,,,,
155,√¢ø¯,2025-03-07 7:00,1.2,,1.3,88,1025,,1029.5,,,0,0,,,,0.5,,,,,
155,√¢ø¯,2025-03-07 8:00,3.5,,0.7,81,1025.2,,1029.6,,,0,0,,,,2.5,,,,,
155,√¢ø¯,2025-03-07 9:00,5.2,,1.7,71,1025.3,,1029.7,,,0,0,,,,7.8,,,,,
155,√¢ø¯,2025-03-07 10:00,7.7,,1.5,58,1025.3,,1029.7,,,0,0,,,,14.2,,,,,
155,√¢ø¯,2025-03-07 11:00,9.2,,2,46,1024.8,,1029.1,,,1,1,Sc,18,,19.9,,,,,
155,√¢ø¯,2025-03-07 12:00,10.7,,2.9,39,1024.3,,1028.6,,,6,2,ScCi,18,,23.4,,,,,
155,√¢ø¯,2025-03-07 13:00,11,,3.3,37,1023.2,,1027.5,,,8,1,ScCs,16,,23.3,,,,,
155,√¢ø¯,2025-03-07 14:00,10.7,,3.8,42,1022.6,,1026.9,,,7,1,ScCs,18,,22.9,,,,,
155,√¢ø¯,2025-03-07 15:00,9.6,,4.7,45,1022.5,,1026.8,,,8,1,ScCi,5,,17.9,,,,,
155,√¢ø¯,2025-03-07 16:00,9.1,,4.2,43,1022.4,,1026.7,,,7,1,ScCi,5,,15.6,,,,,
155,√¢ø¯,2025-03-07 17:00,8.5,,3.2,49,1022.3,,1026.6,,,8,2,ScCi,5,,11.3,,,,,
155,√¢ø¯,2025-03-07 18:00,7.8,,3,53,1022.5,,1026.8,,,8,0,Ci,,,8.1,,,,,
155,√¢ø¯,2025-03-07 19:00,7.2,,2.6,54,1022.7,,1027,,,7,1,,19,,5.9,,,,,
155,√¢ø¯,2025-03-07 20:00,6.7,,1.4,59,1023.2,,1027.6,,,6,5,,19,,5.5,,,,,
155,√¢ø¯,2025-03-07 21:00,5.9,,0.9,61,1023.3,,1027.7,,,9,0,Ci,,,5.1,,,,,
155,√¢ø¯,2025-03-07 22:00,5.6,,0.9,62,1023,,1027.4,,,9,1,,16,,4.9,,,,,
155,√¢ø¯,2025-03-07 23:00,5.8,,0.5,63,1023.3,,1027.7,,,10,9,,16,,5.5,,,,,
155,√¢ø¯,2025-03-08 0:00,5.8,,0.8,62,1023.2,,1027.6,,,9,9,,,,5.6,,,,,
155,√¢ø¯,2025-03-08 1:00,5.8,,0.5,64,1023.1,,1027.5,,,10,10,,17,,5.6,,,,,
155,√¢ø¯,2025-03-08 2:00,5.8,,1.1,63,1022.8,,1027.2,,,10,2,,18,,5.5,,,,,
155,√¢ø¯,2025-03-08 3:00,5.4,,0.2,65,1022.4,,1026.8,,,9,2,ScCi,18,,4.8,,,,,
155,√¢ø¯,2025-03-08 4:00,4.6,,0.3,68,1021.2,,1025.6,,,6,0,Ci,,,3.8,,,,,
155,√¢ø¯,2025-03-08 5:00,5.3,,1.4,66,1020.9,,1025.3,,,9,5,AcCi,41,,3.7,,,,,
155,√¢ø¯,2025-03-08 6:00,4.7,,0.8,69,1021.1,,1025.5,,,8,8,Ac,39,,3.9,,,,,
155,√¢ø¯,2025-03-08 7:00,4.5,,0.9,70,1021.6,,1026,,,4,4,Ac,47,,2.8,,,,,
155,√¢ø¯,2025-03-08 8:00,5.3,,0.7,70,1022.1,,1026.5,,,8,8,Ac,23,,5,,,,,
155,√¢ø¯,2025-03-08 9:00,8.1,,1.6,54,1022.2,,1026.5,,,7,7,Ac,23,,10.1,,,,,
155,√¢ø¯,2025-03-08 10:00,10.1,,1.4,51,1022.5,,1026.8,,,7,1,ScAc,14,,13.9,,,,,
155,√¢ø¯,2025-03-08 11:00,11.6,,2.6,46,1022.2,,1026.5,,,7,3,ScAc,16,,19.9,,,,,
155,√¢ø¯,2025-03-08 12:00,11.4,,3,47,1021.7,,1026,,,6,1,ScAc,18,,20.3,,,,,
155,√¢ø¯,2025-03-08 13:00,10.8,,2.5,49,1021.1,,1025.4,,,8,8,Sc,19,,16.2,,,,,
155,√¢ø¯,2025-03-08 14:00,11.7,,2.5,46,1020.6,,1024.9,,,7,3,ScAc,18,,18.9,,,,,
155,√¢ø¯,2025-03-08 15:00,10.1,0,3.3,52,1020.4,,1024.7,,,8,8,Sc,15,,12.6,,,,,
155,√¢ø¯,2025-03-08 16:00,10.4,,2.5,54,1020.1,,1024.4,,,6,3,ScAc,17,,13.1,,,,,
155,√¢ø¯,2025-03-08 17:00,11.4,,2.3,51,1020.3,,1024.6,,,2,2,Sc,16,,11.3,,,,,
155,√¢ø¯,2025-03-08 18:00,9.4,0,2.1,56,1020.7,,1025,,,2,2,Sc,7,,8,,,,,
155,√¢ø¯,2025-03-08 19:00,7.4,,1.2,66,1021,,1025.3,,,0,0,,,,5.8,,,,,
155,√¢ø¯,2025-03-08 20:00,6.4,,1.2,68,1021.4,,1025.8,,,0,0,,,,4.7,,,,,
155,√¢ø¯,2025-03-08 21:00,6.4,,1.5,69,1022.1,,1026.5,,,0,0,,,,4.1,,,,,
155,√¢ø¯,2025-03-08 22:00,5.7,,0.7,72,1022.5,,1026.9,,,0,0,,,,3.4,,,,,
155,√¢ø¯,2025-03-08 23:00,4.6,,0.6,77,1023,,1027.4,,,0,0,,,,2.7,,,,,
155,√¢ø¯,2025-03-09 0:00,4.4,,0.8,80,1023.1,,1027.5,,,0,0,,,,2.2,,,,,
155,√¢ø¯,2025-03-09 1:00,4.1,,0.6,81,1023.3,,1027.7,,,0,0,,,,1.7,,,,,
155,√¢ø¯,2025-03-09 2:00,4.1,,1.2,80,1023.4,,1027.8,,,0,0,,,,1.4,,,,,
155,√¢ø¯,2025-03-09 3:00,4.9,,1.8,74,1023.1,,1027.5,,,0,0,,,,1.6,,,,,
155,√¢ø¯,2025-03-09 4:00,4,,1.1,75,1023.4,,1027.8,,,0,0,,,,1,,,,,
155,√¢ø¯,2025-03-09 5:00,3.1,,0.9,76,1023.5,,1027.9,,,0,0,,,,0.6,,,,,
155,√¢ø¯,2025-03-09 6:00,4.2,,1.8,71,1024.2,,1028.6,,,5,0,Ci,,,0.8,,,,,
155,√¢ø¯,2025-03-09 7:00,2.5,,0.8,78,1025.1,,1029.5,,,2,0,Ci,,,0.5,,,,,
155,√¢ø¯,2025-03-09 8:00,4.7,,1.3,71,1026.2,,1030.6,,,0,0,,,,2.5,,,,,
155,√¢ø¯,2025-03-09 9:00,6.8,,5.5,52,1026.4,,1030.8,,,0,0,,,,7.4,,,,,
155,√¢ø¯,2025-03-09 10:00,8,,5.8,47,1026.6,,1031,,,1,0,Ci,,,13.1,,,,,
155,√¢ø¯,2025-03-09 11:00,10.1,,2.8,39,1026.2,,1030.5,,,2,0,Ci,,,20,,,,,
155,√¢ø¯,2025-03-09 12:00,12.1,,1.7,34,1025.8,,1030.1,,,1,0,Ci,,,24,,,,,
155,√¢ø¯,2025-03-09 13:00,13.4,,1.8,28,1025,,1029.3,,,0,0,,,,25.9,,,,,
155,√¢ø¯,2025-03-09 14:00,12.8,,3.7,35,1024.6,,1028.9,,,0,0,,,,24.7,,,,,
155,√¢ø¯,2025-03-09 15:00,12,,4,38,1024.6,,1028.9,,,1,0,Ci,,,21.8,,,,,
155,√¢ø¯,2025-03-09 16:00,11.1,,4.6,47,1024.2,,1028.5,,,2,0,Ci,,,18.7,,,,,
155,√¢ø¯,2025-03-09 17:00,10.9,,4.6,48,1024.4,,1028.7,,,3,0,Ci,,,11.9,,,,,
155,√¢ø¯,2025-03-09 18:00,9.8,,3.8,55,1024.6,,1028.9,,,0,0,,,,8.6,,,,,
155,√¢ø¯,2025-03-09 19:00,9,,2.2,59,1024.8,,1029.1,,,0,0,,,,6.6,,,,,
155,√¢ø¯,2025-03-09 20:00,7.9,,1.3,64,1025.6,,1029.9,,,0,0,,,,5.5,,,,,
155,√¢ø¯,2025-03-09 21:00,7.1,,1.1,66,1025.9,,1030.3,,,2,0,Ci,,,4.7,,,,,
155,√¢ø¯,2025-03-09 22:00,6.5,,0.4,69,1025.9,,1030.3,,,0,0,,,,3.9,,,,,
155,√¢ø¯,2025-03-09 23:00,5.3,,0.3,74,1025.9,,1030.3,,,2,0,,,,3.3,,,,,
155,√¢ø¯,2025-03-10 0:00,5.1,,0.5,76,1025.6,,1030,,,0,0,,,,2.7,,,,,
155,√¢ø¯,2025-03-10 1:00,5,,1.1,78,1025.6,,1030,,,5,0,,,,2.4,,,,,
155,√¢ø¯,2025-03-10 2:00,4.2,,0.8,83,1025.4,,1029.8,,,1,0,,,,1.9,,,,,
155,√¢ø¯,2025-03-10 3:00,4.5,,1.2,80,1024.9,,1029.3,,,4,0,Ci,,,1.7,,,,,
155,√¢ø¯,2025-03-10 4:00,4.4,,1.2,78,1024.6,,1029,,,0,0,,,,1.5,,,,,
155,√¢ø¯,2025-03-10 5:00,3.9,,0.9,79,1024.5,,1028.9,,,5,0,Ci,,,1.2,,,,,
155,√¢ø¯,2025-03-10 6:00,3.8,,1.2,80,1024.6,,1029,,,5,0,Ci,,,1.1,,,,,
155,√¢ø¯,2025-03-10 7:00,3.5,,1,82,1024.9,,1029.3,,,5,0,Ci,,,1.1,,,,,
155,√¢ø¯,2025-03-10 8:00,5,,1.7,79,1025.1,,1029.5,,,7,0,Ci,,,4.1,,,,,
155,√¢ø¯,2025-03-10 9:00,7.6,,1.1,68,1025.1,,1029.5,,,5,0,Ci,,,9.5,,,,,
156,±§¡÷,2025-01-01 0:00,0.5,,0.3,66,1015.5,,1024.4,,,0,0,,,,-0.8,,,,,
156,±§¡÷,2025-01-01 1:00,-0.3,,1.1,70,1015.5,,1024.4,,,0,0,,,,-1,,,,,
156,±§¡÷,2025-01-01 2:00,-0.9,,0.3,74,1015.8,,1024.8,,,0,0,,,,-1.2,,,,,
156,±§¡÷,2025-01-01 3:00,-1,,0,76,1015.8,,1024.8,,,0,0,,,,-1.5,,,,,
156,±§¡÷,2025-01-01 4:00,-1.2,,0.6,76,1015.5,,1024.5,,,0,0,,,,-1.6,,,,,
156,±§¡÷,2025-01-01 5:00,-1.7,,0.4,78,1015.1,,1024.1,,,0,0,,,,-1.8,,,,,
156,±§¡÷,2025-01-01 6:00,-1.8,,0.2,80,1015.3,,1024.3,,,0,0,,,,-2,,,,,
156,±§¡÷,2025-01-01 7:00,-2.1,,0.1,80,1015.7,,1024.7,,,0,0,,,,-2.2,,,,,
156,±§¡÷,2025-01-01 8:00,-2,,0.7,80,1016,,1025,,,0,0,,,,-2.1,,,,,
156,±§¡÷,2025-01-01 9:00,-0.9,,0.4,76,1016,,1025,,,0,0,,,,-1.3,,,,,
156,±§¡÷,2025-01-01 10:00,1,,0.4,68,1016.3,,1025.2,,,0,0,,,,-0.1,,,,,
156,±§¡÷,2025-01-01 11:00,3.4,,0.8,62,1016.3,,1025.1,,,0,0,,,,1.6,,,,,
156,±§¡÷,2025-01-01 12:00,5.3,,0.8,56,1015.6,,1024.4,,,0,0,,,,5.4,,,,,
156,±§¡÷,2025-01-01 13:00,7,,1.2,53,1014.8,,1023.5,,,0,0,,,,11.1,,,,,
156,±§¡÷,2025-01-01 14:00,9.2,,1.7,47,1014.3,,1022.9,,,0,0,,,,9.3,,,,,
156,±§¡÷,2025-01-01 15:00,9.5,,1.6,39,1013.9,,1022.5,,,0,0,,,,10.8,,,,,
156,±§¡÷,2025-01-01 16:00,9.1,,1.7,41,1013.9,,1022.5,,,0,0,,,,8,,,,,
156,±§¡÷,2025-01-01 17:00,8,,1.5,49,1013.9,,1022.6,,,0,0,,,,4.8,,,,,
156,±§¡÷,2025-01-01 18:00,6.8,,1.1,54,1014.1,,1022.8,,,0,0,,,,2.5,,,,,
156,±§¡÷,2025-01-01 19:00,6,,0.9,58,1014.7,,1023.4,,,0,0,,,,1,,,,,
156,±§¡÷,2025-01-01 20:00,5.3,,0.5,62,1015,,1023.8,,,0,0,,,,0.1,,,,,
156,±§¡÷,2025-01-01 21:00,4.5,,0,66,1015.1,,1023.9,,,0,0,,,,0.5,,,,,
156,±§¡÷,2025-01-01 22:00,3.9,,0,69,1015.3,,1024.1,,,0,0,,,,0.3,,,,,
156,±§¡÷,2025-01-01 23:00,3.1,,0.2,73,1015.4,,1024.2,,,0,0,,,,0.2,,,,,
156,±§¡÷,2025-01-02 0:00,2.6,,0.9,75,1015.7,,1024.5,,,0,0,,,,0,,,,,
156,±§¡÷,2025-01-02 1:00,1.9,,0,78,1015.8,,1024.7,,,0,0,,,,-0.1,,,,,
156,±§¡÷,2025-01-02 2:00,1.4,,0,80,1016.1,,1025,,,0,0,,,,-0.3,,,,,
156,±§¡÷,2025-01-02 3:00,0.6,,0,82,1016.2,,1025.1,,,0,0,,,,-0.5,,,,,
156,±§¡÷,2025-01-02 4:00,0.3,,0,84,1016.1,,1025,,,0,0,,,,-0.7,,,,,
156,±§¡÷,2025-01-02 5:00,-0.2,,0,86,1016.1,,1025,,,0,0,,,,-0.9,,,,,
156,±§¡÷,2025-01-02 6:00,-0.4,,0,85,1016.1,,1025.1,,,0,0,,,,-1.1,,,,,
156,±§¡÷,2025-01-02 7:00,-0.6,,0,86,1016,,1025,,,0,0,,,,-1.3,,,,,
156,±§¡÷,2025-01-02 8:00,-0.6,,0,85,1016.2,,1025.2,,,0,0,,,,-1.3,,,,,
156,±§¡÷,2025-01-02 9:00,0.1,,0.3,84,1017,,1025.9,,,0,0,,,,-0.5,,,,,
156,±§¡÷,2025-01-02 10:00,2.2,,0.3,76,1017.3,,1026.2,,,0,0,,,,0,,,,,
156,±§¡÷,2025-01-02 11:00,4.9,,1,68,1017.2,,1026,,,0,0,,,,1.4,,,,,
156,±§¡÷,2025-01-02 12:00,6.7,,1.2,56,1016,,1024.7,,,0,0,,,,8.7,,,,,
156,±§¡÷,2025-01-02 13:00,8.5,,1.2,39,1015.2,,1023.8,,,0,0,,,,12.2,0,,,,
156,±§¡÷,2025-01-02 14:00,9.2,,1.8,31,1014.8,,1023.4,,,0,0,,,,8.8,,,,,
156,±§¡÷,2025-01-02 15:00,8.4,,1.6,26,1014.8,,1023.4,,,0,0,,,,10.3,,,,,
156,±§¡÷,2025-01-02 16:00,8.1,,1.5,27,1014.9,,1023.6,,,0,0,,,,7.4,,,,,
156,±§¡÷,2025-01-02 17:00,6.8,,1,33,1015.3,,1024,,,0,0,,,,3.9,,,,,
156,±§¡÷,2025-01-02 18:00,5.7,,1.3,24,1015.8,,1024.5,,,0,0,,,,1.3,,,,,
156,±§¡÷,2025-01-02 19:00,4.5,,1.2,32,1016.6,,1025.4,,,0,0,,,,-0.1,,,,,
156,±§¡÷,2025-01-02 20:00,3.5,,1.8,36,1016.7,,1025.5,,,6,3,,53,,0.5,,,,,
156,±§¡÷,2025-01-02 21:00,3.1,,1.3,39,1016.7,,1025.5,,,7,0,Ci,,,0.4,,,,,
156,±§¡÷,2025-01-02 22:00,3.2,,0.7,44,1017.2,,1026,,,9,7,,60,,0.2,,,,,
156,±§¡÷,2025-01-02 23:00,2.9,,1.4,42,1017.4,,1026.3,,,2,2,,52,,0.1,,,,,
156,±§¡÷,2025-01-03 0:00,1.9,,2.8,41,1017.4,,1026.3,,,0,0,,,,-0.2,,,,,
156,±§¡÷,2025-01-03 1:00,1.3,,1.3,45,1017.4,,1026.3,,,7,6,,48,,-0.3,,,,,
156,±§¡÷,2025-01-03 2:00,1.1,,0.8,49,1017.3,,1026.2,,,3,3,,15,,-0.5,,,,,
156,±§¡÷,2025-01-03 3:00,0.9,,0.8,52,1017.2,,1026.1,,,1,1,Sc,16,,-0.7,,,,,
156,±§¡÷,2025-01-03 4:00,0.8,,1.1,54,1016.9,,1025.8,,,8,8,Sc,13,,-0.5,,,,,
156,±§¡÷,2025-01-03 5:00,0.4,,0.8,55,1016.8,,1025.7,,,1,1,Sc,17,,-1,,,,,
156,±§¡÷,2025-01-03 6:00,0,,1.2,61,1017.1,,1026,,,1,1,Sc,15,,-1.2,,,,,
156,±§¡÷,2025-01-03 7:00,-0.7,,1.9,63,1017.7,,1026.7,,,0,0,,,,-1.4,,,,,
156,±§¡÷,2025-01-03 8:00,-0.5,,1.8,65,1018.2,,1027.2,,,0,0,,,,-1.6,,,,,
156,±§¡÷,2025-01-03 9:00,0.9,,3,55,1018.9,,1027.8,,,0,0,,,,-0.9,,,,,
156,±§¡÷,2025-01-03 10:00,1.8,,4.2,35,1019.5,,1028.4,,,2,2,Sc,14,,-0.2,,,,,
156,±§¡÷,2025-01-03 11:00,3.2,,4.6,29,1019.5,,1028.4,,,0,0,,,,1,,,,,
156,±§¡÷,2025-01-03 12:00,3.8,,2.8,26,1019.2,,1028,,,0,0,,,,5.4,,,,,
156,±§¡÷,2025-01-03 13:00,4.7,,3.7,30,1018.3,,1027.1,,,0,0,,,,9.6,,,,,
156,±§¡÷,2025-01-03 14:00,4.4,,2.5,33,1018.5,,1027.3,,,0,0,,,,6.3,,,,,
156,±§¡÷,2025-01-03 15:00,5,,2.5,36,1018.3,,1027.1,,,1,1,Sc,13,,8.8,,,,,
156,±§¡÷,2025-01-03 16:00,4.8,,1.4,38,1018.2,,1027,,,1,1,Sc,14,,6.2,,,,,
156,±§¡÷,2025-01-03 17:00,3.6,,1.5,45,1018.3,,1027.1,,,0,0,,,,2.6,,,,,
156,±§¡÷,2025-01-03 18:00,2.5,,0.9,52,1018.5,,1027.4,,,3,3,Sc,13,,1,,,,,
156,±§¡÷,2025-01-03 19:00,2.5,,1.1,54,1018.7,,1027.6,,,8,6,,17,,0.7,,,,,
156,±§¡÷,2025-01-03 20:00,2.2,,1.6,57,1018.5,,1027.4,,,8,6,,15,,0.5,,,,,
156,±§¡÷,2025-01-03 21:00,2.5,,1.5,57,1018.5,,1027.4,,,9,9,Sc,12,,0.8,,,,,
156,±§¡÷,2025-01-03 22:00,2.6,,1.1,57,1018.6,,1027.5,,,9,9,,10,,1.2,,,,,
156,±§¡÷,2025-01-03 23:00,2.2,,0.7,62,1018.5,,1027.4,,,9,9,,7,,1.5,,,,,
156,±§¡÷,2025-01-04 0:00,2,,0.2,68,1018.6,,1027.5,,,9,9,,,,1.6,,,,,
156,±§¡÷,2025-01-04 1:00,1.5,,0,71,1018.3,,1027.2,,,7,7,,15,,0.8,,,,,
156,±§¡÷,2025-01-04 2:00,1.7,,0.7,71,1018.5,,1027.4,,,7,7,,15,,0.6,,,,,
156,±§¡÷,2025-01-04 3:00,0.6,,1.4,72,1018.5,,1027.4,,,6,6,Sc,16,,0.3,,,,,
156,±§¡÷,2025-01-04 4:00,1.4,,0.9,71,1018.4,,1027.3,,,7,7,Sc,14,,0.4,,,,,
156,±§¡÷,2025-01-04 5:00,1.2,,0.1,72,1018.7,,1027.6,,,8,8,Sc,15,,0.4,,,,,
156,±§¡÷,2025-01-04 6:00,0.5,,1.7,74,1018.7,,1027.6,,,6,6,Sc,14,,0.2,,,,,
156,±§¡÷,2025-01-04 7:00,0.1,,2.5,72,1018.8,,1027.8,,,6,6,Sc,13,,-0.1,,,,,
156,±§¡÷,2025-01-04 8:00,-0.3,,1.9,74,1019,,1028,,,0,0,,,,-0.4,,,,,
156,±§¡÷,2025-01-04 9:00,1.2,,1.3,65,1019.4,,1028.3,,,0,0,,,,-0.2,,,,,
156,±§¡÷,2025-01-04 10:00,3.2,,1.7,55,1019.6,,1028.5,,,0,0,,,,0.1,,,,,
156,±§¡÷,2025-01-04 11:00,4.2,,1.3,53,1019.5,,1028.3,,,3,3,Sc,14,,4,,,,,
156,±§¡÷,2025-01-04 12:00,5.4,,0.6,49,1019.2,,1028,,,4,4,Sc,12,,10.2,,,,,
156,±§¡÷,2025-01-04 13:00,5.1,,1.4,50,1019,,1027.8,,,6,6,Sc,14,,11,,,,,
156,±§¡÷,2025-01-04 14:00,6.2,,0.8,52,1018.7,,1027.5,,,8,8,Sc,12,,9.5,,,,,
156,±§¡÷,2025-01-04 15:00,7.5,,1.7,47,1018.1,,1026.8,,,5,5,Sc,12,,12.8,0,,,,
156,±§¡÷,2025-01-04 16:00,6.1,,1.9,48,1018.4,,1027.2,,,2,2,Sc,13,,7.8,,,,,
156,±§¡÷,2025-01-04 17:00,5.4,,1.7,53,1018.2,,1027,,,1,1,Sc,12,,4.7,,,,,
156,±§¡÷,2025-01-04 18:00,4.6,,0.8,57,1018.4,,1027.2,,,1,1,Sc,12,,1.9,,,,,
156,±§¡÷,2025-01-04 19:00,4.3,,0.9,59,1018.9,,1027.7,,,0,0,,,,0.9,,,,,
156,±§¡÷,2025-01-04 20:00,3.2,,0.8,65,1018.4,,1027.3,,,0,0,,,,0.3,,,,,
156,±§¡÷,2025-01-04 21:00,2.4,,1.2,68,1017.5,,1026.4,,,0,0,,,,0,,,,,
156,±§¡÷,2025-01-04 22:00,1.8,,0.4,70,1018.1,,1027,,,0,0,,,,-0.3,,,,,
156,±§¡÷,2025-01-04 23:00,1.1,,0.9,73,1018,,1026.9,,,0,0,,,,-0.5,,,,,
156,±§¡÷,2025-01-05 0:00,0.5,,0.6,75,1018,,1026.9,,,0,0,,,,-0.9,,,,,
156,±§¡÷,2025-01-05 1:00,0.2,,1.3,76,1017,,1025.9,,,8,6,,63,,-0.9,,,,,
156,±§¡÷,2025-01-05 2:00,0,,0.5,77,1016.6,,1025.5,,,8,0,,,,-1,,,,,
156,±§¡÷,2025-01-05 3:00,-0.1,,0.9,73,1015.9,,1024.8,,,8,0,Ci,,,-1,,,,,
156,±§¡÷,2025-01-05 4:00,-0.8,,0.4,79,1016.3,,1025.3,,,10,10,As,28,,-0.8,,,,,
156,±§¡÷,2025-01-05 5:00,-0.1,,0.6,76,1015.9,,1024.8,,,10,2,ScAs,15,,-0.4,,,,,
156,±§¡÷,2025-01-05 6:00,0.3,,0,72,1015.9,,1024.8,,,10,5,ScAs,17,,-0.2,,,,,
156,±§¡÷,2025-01-05 7:00,0.6,,1.9,72,1015.4,,1024.3,,,10,7,ScAs,12,,-0.1,,,,,
156,±§¡÷,2025-01-05 8:00,1.4,,0.5,70,1015.4,,1024.3,,,10,8,ScAs,9,,0,,,,,
156,±§¡÷,2025-01-05 9:00,0.8,0,0.7,83,1015.4,,1024.3,,,10,9,ScAs,7,,0.1,,,,,
156,±§¡÷,2025-01-05 10:00,1.5,,0.2,86,1015.3,,1024.2,,,10,9,ScAs,7,,0.2,,,,,
156,±§¡÷,2025-01-05 11:00,2.6,,0.6,87,1015,,1023.8,,,10,6,ScAs,8,,3.4,,,,,
